conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
61,GPT2-medium,DBS,"A: I love to go travelling! It's my favorite! <br>B: trvaeling is very fun be it by bicycles, trians, cars, and planes or boats buses, or automobiles <br>A: I prefer to travel by car, but I'll fly if necessary. <br>B: Yep trvaeling for short stays before moving to a new place can be fun <br>A: Hotels are okay but if it's an extended stay I do an Airbnb. <br>","Airbnb Airbnb is an American company which hosts an online marketplace and hospitality service, for people to lease or rent short-term lodging including vacation rentals, apartment rentals, homestays, hostel beds, or hotel rooms.",Airbnb is a great company to host short term rentals,,,n
1013,GPT2-xlarge,nucleus,"A: I am going to see the Canadian rock band Nickelback soon! <br>B: I like to go to canada trip. can you tell more about that place <br>A: Well the bank Nickelback is from Hanna, Alberta Canada and their lead singer and guitarist is Chad Kroeger <br>B: Good buddy.what special in album <br>A: They released a great album called ""The State"" in 2000 album and it achieved commercial success <br>B: Nickelback is a Canadian rock band formed in 1995 in Hanna, Alberta, Canada. <br>","Nickelback Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",They are one of the most popular and successful Canadian bands.,,,n
1731,GPT2-small,nucleus,"A: I've never heard of dylan's candy bar have you? <br>B: Yes, Dylan's Candy Bar is a chain of candy stores In several major cities <br>A: and what is it made of though? <br>B: Its not a candy bar that is the name of a chain of candy stores owned by Dylan Lauren, Ralph Laurens daughter <br>A: oh okay I'm sorry!! I misread. How many cities is it in? <br>","Dylan's Candy Bar Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.",It is located in New York City,,,n
581,GPT2-small,DBS,"A: I like to visit Florida in the winter. What can you tell me about the state? <br>B: Florida is a great state to vacation to,. <br>A: Yeah I like to go to Universal Studios and Disney World. The weather is nice in the winter. <br>B: I know it's so nice. Florida also means the ""land of flowers"" in Spanish. <br>A: Oh I never knew that. I want to visit Key West one day. <br>","Florida The state is bordered to the west by the Gulf of Mexico and Alabama, to the north by Alabama and Georgia, to the east by the Atlantic Ocean, and to the south by the Straits of Florida.","Yes, Key West is a beautiful place to visit.",,,n
1139,GPT2-xlarge,DBS,"A: I've always thought about trying hunting, but I've never gotten around to it. <br>B: Me either. I would only be willing to try it for its most common purposes, food or removing dangerous predators. <br>A: Same here, though a lot of people seem to do it for recreation right? <br>B: Yes, that's also a very common practice. Another common use is pest control. <br>A: That's true. Hunting has been around for a while, I'm sure. <br>","Hunting Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.","Yeah, it's different from poaching because it's legal.",,,n
1679,GPT2-xlarge,nucleus,"A: I love to read and have not read the Harry Potter fantasy series yet; have you? They are written by J. K. Rowling. <br>B: I have read them but it has been many years. Do you like fantasy? <br>A: I do like some fantasy and was thinking that these novels of the life of a young wizard along with friends that are students would be a good read. What can you tell me about them? <br>B: They follow a young wizard named Harry Potter throughout his schooling years. <br>A: Would you suggest reading the books over watching the movies? <br>B: I would suggest reading the books over watching the movies, if you are a reader- they are long! <br>","Harry Potter The series has also had its share of criticism, including concern about the increasingly dark tone as the series progressed, as well as the often gruesome and graphic violence it depicts.",I like the books too. I've read some criticism that the books have become darker and more violent.,,,n
1736,GPT2-xlarge,DBS,"A: I am glad I dont have any medical bills, but I know someone who has thousands of dollars worth of them <br>B: Well that's why health insurance is important. <br>A: But doesn't health insurance only cover so much, or is there insurance out there that covers it all <br>B: Well it's normally a small fraction versus the whole bill. <br>A: I see, I wonder how much debt most people are in due to medical bills <br>","Medical billing For several decades, medical billing was done almost entirely on paper.","I'm not sure, but for many years medical bills were almost entirely paper based.",,,n
1236,GPT2-small,nucleus,"A: I started a blog on the World Wide Web to inform people of my life and day to day activities. It's something like a diary. <br>B: Really? That's pretty interesting. I've never had a diary or a blog. What do you like to write about? <br>A: Blogs usually cover a single subject, but mine covers a variety of topics like food and travel experiences. <br>B: Fun! Do you write in it every day? It is about health food or just cooking or nutrition? <br>A: Yes, it sometimes gets exhausting, so i'm thinking about starting a multi-author blog. That is where the content is written by multiple authors. It's mainly reviews of food I have tried. <br>B: Yes that sounds like a good idea. So you can get some help with it. Do you get paid for your blog? Like with sponsors and stuff? <br>",Blog The emergence and growth of blogs in the late 1990s coincided with the advent of web publishing tools that facilitated the posting of content by non-technical users who did not have much experience with HTML or computer programming.,"I'm not sure, but I do get paid for my blog.  I don't even have to worry about paying for ads or anything.  I just have to give it a try!",,,n
1462,GPT2-large,nucleus,"A: I am a big fan of Elvis Presley. He was regarded as one of the most significant cultural icons of the 20th century <br>B: I like his movies.  I can't think of the names of any of them right off. <br>A: I only know his music, like Heartbreak Hotel which was his first #1 hit <br>B: I believe he got his start in music by promoting African American songs. <br>A: He did, with his producer Sam Philips at Sun Records they wanted to bring African American music to a wider audience <br>B: I think Blue Suede Shoes is my favorite. <br>","Blue Suede Shoes ""Blue Suede Shoes"" is a rock-and-roll standard written and first recorded by Carl Perkins in 1955.","I don't know if you have heard of it, but it's a classic rock-and-roll song written by Perkins in 1955",,,n
654,GPT2-xlarge,beam search,"A: The beginning of school for most kids <br>B: Hey. Kintergarten is usually the first experience kids have  with schooling. They play, sing, draw, and get their basic skills for schooling from it. <br>A: Yes, most kids start at six when entering. <br>B: Six is the entry age in a lot of places, but some countries start children at 2 years old, and others as old as 8. <br>A: kids will learn the sounds of the alphabet. <br>","Alphabet This is in contrast to other types of writing systems, such as syllabaries (in which each character represents a syllable) and logographies (in which each character represents a word, morpheme, or semantic unit).",Alphabet is a type of writing system where each character is a word.,,,n
379,GPT2-small,DBS,"A: I am dying to go on vacay to New York City, its the most populous city in the US <br>B: I have never been.  What do you recommend I do if I visit? <br>A: Go see the headquarters of the United Nations for sure <br>B: Wow!  That would be amazing to see!  Do you actually get to see delegates? <br>A: I am not sure but can you believe one city has 23.7 million residents? <br>B: l would never have guessed that many!  Aren't there a lot of good plays to see there? <br>","New York City A global power city, New York City has been described as the cultural, financial, and media capital of the world, and exerts a significant impact upon commerce, entertainment, research, technology, education, politics, and sports.",New york has a huge influence on the world,,,n
