conv_index,dial_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
1053,1,GPT2-xlarge,nucleus,"A: Hot Dogs are my favorite food! <br>B: I like them too. Do you like corn dogs? <br>A: I've never had one.  What are they? <br>B: Basically small hot dogs on a stick with breading. What do you like on your hot dogs? <br>A: I love mustard and relish! <br>B: Yuck, not a relish fan. I like ketchup, mustard, and mayo. <br>","A relish is a cooked and pickled product made of chopped vegetables, fruits or herbs, and is a food item typically used as a condiment, in particular to enhance a staple.",Yeah I like relish as a condiment. I like tomatoes too.,,,n
960,1,GPT2-medium,nucleus,"A: I like Vietnamese cuisine, particularly Pho and Banh Mi which are popular in America. What about you? <br>B: I like it as well, vietamese cusine ecompasses the foods and beverages of vietnam <br>A: What are some other examples of vietnamese cuisine? <br>B: Another example or fact is that each dish has a distincitve flavor which reflects one or more elements <br>A: Cool, do you know what other cuisines influenced Vietnamese cuisine? <br>","Common ingredients include fish sauce, shrimp paste, soy sauce, rice, fresh herbs, fruit and vegetables.","Yes,common ingredients include fish sauce, shrimp paste, soy sauce, rice, fresh herbs, fruit and vegetables.",,,n
477,1,GPT2-medium,DBS,"A: Have you ever met a lesbian? I know several and they are very nice. <br>B: Oh my goodness, I'm excited about this topic, I am a lesbian! I am married to a woman. <br>A: That is awesome. I am glad you were able to marry your wife. Lesbians and gays are persecuted in many places. <br>B: It's true- throughout history lesbians have had to keep their sexuality to themselves. I'm glad that has changed. <br>A: Are you a parent or do you want to stay child-free? <br>","As stated in episode 2.16 ""Prior Commitments"", his parents never used the word ""gay"" until he told them he was.","I'm not sure if I want to be a parent, but I know that my parents used to use the term ""gays"" until I told them I was gay.",,,n
1236,9,GPT2-small,nucleus,"A: I started a blog on the World Wide Web to inform people of my life and day to day activities. It's something like a diary. <br>B: Really? That's pretty interesting. I've never had a diary or a blog. What do you like to write about? <br>A: Blogs usually cover a single subject, but mine covers a variety of topics like food and travel experiences. <br>B: Fun! Do you write in it every day? It is about health food or just cooking or nutrition? <br>A: Yes, it sometimes gets exhausting, so i'm thinking about starting a multi-author blog. That is where the content is written by multiple authors. It's mainly reviews of food I have tried. <br>B: Yes that sounds like a good idea. So you can get some help with it. Do you get paid for your blog? Like with sponsors and stuff? <br>","When asked about the origin of band's name, Rekti explained, ""I was on the internet, with nothing to do, so I just had this silly thought about searching my name on Google.","I do not, but I do get paid for it. I can only imagine how much I love my new favorite band. I can't wait to see them on the road someday!",,,n
1538,1,GPT2-xlarge,nucleus,A: do you like popcorn? <br>B: Love it.  Especially sweet popcorn.  Aparently some strains of corn are actually cultivated specially as popping corns. <br>A: yup. that sounds good and the popping sound will be amazing to hear <br>B: I agree with you.  Experts have found that the popping of the kernels happened by people as far back as the early 19th Century! So it not just a modern day food. <br>A: yes i do agree with you.popcorn is much better than nachos. what do you say? <br>,"So, Henry decides to eat as many sweets as he can from his sweet jar, although it is two days before ""Sweet Day"" when he is allowed to eat sweets.","I agree with you.  I like nachos, too.  I like Henry's sweet jar.  It's one of my favorite things to have.",,,n
207,2,GPT2-small,nucleus,"A: Pit bulls are great dogs, but quite often they are misunderstood. <br>B: I have always wondered where the name pit bull came from as a name of a breed of dog. <br>A: Pit bulls are a descendant of bulldogs! Maybe that's where the ""bull"" comes from. What do you think? <br>B: Pit Bulls were originally developed as fighting dogs, so i'm sure that is how they received their reputation. <br>A: They do sometimes serve as search and rescue and police dogs, so they do have a purpose. I have friends that own them and they are wonderful pets if trained correctly. <br>","The Schapendoes was originally a herding dog and general farm dog, but today also participates in dog sports such as agility and flyball.","I think they are pretty cool, but I'm sure they will be misunderstood if they aren't trained correctly. They are very loyal and are great dogs.",,,n
1391,1,GPT2-xlarge,beam search,"A: Have you ever had candy from Dylan's Candy Bar? It's to die for! They're a chain of boutique candy shops! <br>B: I don't think I have heard of them. I should probably check them out since I love candy! <br>A: There are currently locations in New York City, East Hampton, Los Angeles, Chicago and Miami Beach! Are you by one of those locations? <br>B: Oh my, I am quite far from all these places. But I visit NYC every summer so I will check it out next time! <br>A: The flagship location is the New York City store on 60th Street and 3rd Avenue! It's considered a must-see for many tourists and celebrities! <br>B: I see, I wonder what sort of famous candy they sell to attract celebrities! <br>","She is the daughter of American fashion designer Ralph Lauren, and the owner of New York City's Dylan's Candy Bar, which claims to be the ""largest candy store in the world"".","I'm not sure, but I do know that the owner is a fashion designer!",,,n
887,1,GPT2-xlarge,nucleus,"A: I have been learning to speak hindu! <br>B: Wow, do you identify with the local South Asian population? What was your motivation for learning? <br>A: I just have a few friends and want to impress this boy... <br>B: Well interesting! The meaning of the term ""Hindu"" has evolved over time. How fluent are you? <br>A: I have only just started a few weeks ago, Are you fluent? <br>","This Hindu Personal Law or modern Hindu law is an extension of the Anglo-Hindu Law developed during the British colonial period in India, which is in turn related to the less well-defined tradition of Classical Hindu Law.",Yes I am! I am so proud to be part of a religion that has such an interesting history. The history of Hinduism is so interesting!,,,n
1615,1,GPT2-xlarge,nucleus,"A: My favorite color is forest green! I feel like it compliments my skin well. I feel like there has to be some cool facts to know about it, though. <br>B: Yes its one of the primary colors in the RGB color model, often used on television and computer screens. <br>A: My girlfriend always teases me about green being my favorite color.. Do me a favor, tell me the best fact you know about green, or the coolest instance of green in nature, etc. Just something to show her it's a good color to choose as your favorite. <br>B: You should know that in the Middle Ages and Renaissance, green was associated with merchants and bankers! I bet your girlfriend might be impressed by that! <br>A: Yeah.. that's kind of cool, actually. Merchants and bankers, they're good peeps. Well, what else might she not know? I don't want some common knowledge, I want the good stuff! <br>","In some cases, Hibernophilia represents an individual's preference of Irish culture to their own, or the belief that Irish culture is superior, or appreciation of Irish history.","Yeah, I think Hibernophilia is pretty cool, or the preference of Irish culture to their own. That's a good one!",,,n
792,1,GPT2-medium,nucleus,"A: My brother is into entomology. Do you know much about it? <br>B: I know that it is the study of insects, which is a branch of zoology.  Did he go to college for it, or is it just a pasttime for him? <br>A: It is just a pastime for him, but he also has considered taking classes for it so he can go into it professionally. <br>B: There are 1.3 million species of insects, so there is a lot for him to study if he chooses to. <br>A: I had no idea there were so many <br>","However, many scientists theorize that other factors may also be responsible for the increasing rates in post-industrial countries.",Some scientists believe that other factors may be at fault for the increasing rates in post-industrial countries.,,,n
