conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
30,GPT2-small,nucleus,"A: I graduated from an Ivy League school. The term has connotations of social elitism, academic excellence, and selectivity in admissions.<br>B: That is awesome. I graduated from a technology college.<br>A: There are 8 schools that fall into the Ivy League group: Columbia, Brown, Harvard, UPenn, Princeton, Yale, and Cornell.<br>B: I didn't realize there where so many. Which one did you graduate from?<br>A: I went to Yale. It was founded in 1701 and is the third oldest higher education institution in the U.S.<br>B: Wow, I never realized it had been around that long. Which one is the oldest?<br>",Ivy League Seven of the eight schools were founded during the United States colonial period; Cornell was founded in 1865.,Cornell was founded in 1865.,0.83,No,y
31,GPT2-small,nucleus,"A: I think Rafael Nadal is the best tennis player of all time. What do you think?<br>B: I'd agree with that, he's won 16 grand slam singles titles!<br>A: What do you think was he's best grand slam victory ever?<br>B: I think all of his victories were great, I can't decide, they don't call him ""The King of Clay"" for nothing!<br>A: Who do you think is he's greatest adversary?<br>","Rafael Nadal He is the second male player, after Andre Agassi, to complete the singles Career Golden Slam.",He's definitely the best tennis player. He's the second man to complete the singles career Golden Slam.,1.0,No,n
33,GPT2-small,nucleus,"A: Blue is my favorite primary color.<br>B: Blue is always nice. I like royal blue.<br>A: I once road on The Royal Blue train from New York to D.C<br>B: Oh that sounds really nice. I bet there was a lot of scenery and blue skies.<br>A: Yes, speaking of Blue Skies, have you seen the 1946 movie staring Bing Crosby?<br>B: No I haven't, but I always like the way he danced.<br>","Bing Crosby Harry Lillis ""Bing"" Crosby Jr. (; May 3, 1903 ‚Äì October 14, 1977) was an American singer and actor.","Bing Crosby was born on October 14, 1903.",0.0,Yes,y
34,GPT2-small,nucleus,"A: I like picking fruit from my garden sometimes, do you ever do that?<br>B: Fruit picking or fruit harvesting is a seasonal activity, I have before! I volunteered to pick blueberries once, it was fun.<br>A: Oh blueberries are great, I like strawberries and blackberries as well.<br>B: So do I, blueberries are actually a Vaccinum, which also includes cranberries, bilberries, and grouseberries.<br>A: I've never heard of that term before, does it just refer to a large group of berry-like fruits?<br>","Blueberry They are classified in the section Cyanococcus within the genus ""Vaccinium.""","Yes, they are classified in the section Cyanococcus within the genus ""Vaccinium.",1.0,No,y
35,GPT2-small,nucleus,A: I am thinking about buying a Ford F-150 truck this fall.<br>B: The F Series comes in stranded pick up but also heavy duty commercial trucks now<br>A: That's interesting.  I believe they are the best selling full size pickup truck.<br>B: The Chevrolet Silverado is a close second and has been since 1998<br>A: I have always preferred Ford over Chevrolet.<br>,"Economy car Typical economy cars are small (compact or subcompact), lightweight, and inexpensive to buy.","I would agree that's fair, especially since they are small",0.33,No,y
36,GPT2-small,nucleus,"A: I love to sing how about you?<br>B: Hey, just your luck!  I'm a professional singer!  I sing as religious devotion and as a hobby too - it provides me a lot of pleasure!<br>A: That's awesome, what's the largest group you've sang for?<br>B: I sang in front of a crowd of 1,000 just last week, and was really nervous!  Thank goodness I was accompanied by people playing musical instruments!<br>A: Well yea that would help. How old were you when you started?<br>","Singing Excellence in singing requires time, dedication, instruction and regular practice.","I was about 11 years old, but I've been singing since 9/11, so I'm pretty old now.  I do have a few songs I've been singing - but I'm not",0.0,Yes,n
37,GPT2-small,nucleus,"A: Seen many Jim Carrey, or James Eugene Carrey, movies?<br>B: I love his movies<br>A: He was born on January 17th, 1962.<br>B: Oh hes quite old.<br>A: I know, James Eugene Carrey looks good for his age.<br>B: Yea he does and hes so funny and cool.<br>","Jim Carrey James Eugene Carrey (; born January 17, 1962) is a Canadian-American actor, comedian, impressionist, screenwriter, and producer.",I love his acting style.,0.0,No,n
38,GPT2-small,nucleus,"A: Hi buddy, What you think about cinematography<br>B: Cinematography,is a type of motion picture , captured electronically by means of an image <br>A: Yes buddy,  Images captured with an electronic image-sensor, produces an electrical charge.The word ""cinematography"" is based on the Greek words  meaning movement, motion.<br>B: It works by lens used to repeatedly focus the light reflected from objects into real images on the light-sensitive surface .<br>A:  Muybridge sequence of a horse galloping In the 1830s, moving images were produced on revolving drums and disks<br>","Photography Photography is the science, art, application and practice of creating durable images by recording light or other electromagnetic radiation, either electronically by means of an image sensor, or chemically by means of a light-sensitive material such as photographic film.","Photography is the science, art, application and practice of creating durable images by recording light or other electromagnetic radiation, either electronically by means of an image sensor",1.0,No,y
39,GPT2-small,nucleus,"A: do you know prince the musician?<br>B: Are you referring to Prince Rogers, who was an  American singer?<br>A: yes, Prince Rogers, do you know about him?<br>B: Yes, I vividly remember that he was known for his eclectic work, flamboyant stage presence, extravagant dress and makeup!<br>A: ok, so how many albums did he have?<br>","Prince (musician) His 1979 album ""Prince"" went platinum, and his next three records‚Äî""Dirty Mind"" (1980), ""Controversy"" (1981), and ""1999"" (1982)‚Äîcontinued his success, showcasing Prince's prominently sexual lyrics and blending of funk, dance, and rock music.","I'm not sure, but his 1979 album ""Prince"" went platinum and his next three records, ""Controversy"" (1980), ""Controversy"" (1980), ""Controversy",1.0,No,y
41,GPT2-small,nucleus,A: a genius is a person who displays exceptional intellectual ability.<br>B: What is an IQ of a genius?<br>A: universality in genres or originality typically to a degree that is associated with  achievements<br>B: Is that a trait that you can tell someone has early on in their life?<br>A: there is no scientifically precise definition of genius<br>B: Are there organizations or anything that you could belong to if you were a genius?<br>,"Genius Because the achievements of exceptional individuals seemed to indicate the presence of a particularly powerful ""genius"", by the time of Augustus, the word began to acquire its secondary meaning of ""inspiration, talent"".","I think that is a good question.  The achievements of exceptional individuals seemed to indicate the presence of a particularly powerful ""genius""",0.5,No,y
42,GPT2-small,nucleus,"A: No better feeling then riding a wave. Have you been surfing? Living in Florida i've been a surfer my entire life.<br>B: I have surfed a couple of times in my life.  It is fun, but I am not very good<br>A: No one is good at riding a wave's at first. It takes year's of practice. <br>B: I have participated in bodyboarding more than surfing.  I did that a lot as a kid when we visited the beach<br>A: I was Boogieboarding last week. Took the kids.<br>B: Fun.  Have you ever been para-sailing or kite surfing?  I have seen that before and it looks like a blast<br>","Kiteboarding Kiteboarding is a on and above water sport combining aspects of wakeboarding, snowboarding, windsurfing, surfing, paragliding, skateboarding and sailing into one extreme sport.","I have not. I do like to surf, but it is on and above water sport",0.5,No,n
